Episode,Steps,Training_Loss,Evaluation_Return
1,12,0.0,10.0
2,15,1.1256550947825115,8.0
3,16,1.0204646326601505,9.0
4,14,0.9056599353040967,9.0
5,13,0.8275051896388714,8.0
6,42,0.7122074351424262,10.0
7,44,0.5448875820094888,10.0
8,13,0.4342640684201167,8.0
9,17,0.39020420523250804,8.0
10,19,0.31336589706571477,9.0
11,11,0.27026428282260895,8.0
12,10,0.23147404193878174,9.0
13,15,0.1942576269308726,10.0
14,24,0.16155676823109388,9.0
15,17,0.13415457746561835,9.0
16,13,0.10580273144520246,10.0
17,27,0.0931278199509338,10.0
18,11,0.08080023391680284,9.0
19,21,0.06398670339868182,9.0
20,22,0.0662640869109468,11.0
21,33,0.05390783049391978,10.0
22,14,0.03963286748954228,11.0
23,13,0.0415289755910635,13.0
24,10,0.03610343430191278,11.0
25,11,0.032878696749156174,12.0
26,22,0.03206141216849739,11.0
27,14,0.030746814728315388,10.0
28,14,0.026687049040836946,11.0
29,12,0.029406140170370538,11.0
30,12,0.02325255097821355,11.0
31,14,0.026468698467527117,11.0
32,26,0.022287570477391664,9.0
33,16,0.016199007746763527,9.0
34,12,0.025102291411409777,11.0
35,14,0.01685524099905576,9.0
36,13,0.02073844224930956,11.0
37,20,0.02228154237382114,11.0
38,10,0.018383802846074104,12.0
39,18,0.0186443653009418,9.0
40,10,0.022188111394643783,10.0
41,16,0.016767856024671346,9.0
42,10,0.01817833581008017,9.0
43,12,0.015392990550026298,11.0
44,14,0.011688945931382477,8.0
45,10,0.019527206057682635,9.0
46,11,0.020722070666538042,12.0
47,13,0.017042782336760025,9.0
48,10,0.01648023258894682,10.0
49,22,0.016326951878991993,10.0
50,18,0.01650261384848919,9.0
51,17,0.014629732242182773,9.0
52,13,0.013027590735313984,9.0
53,14,0.01626913502280201,10.0
54,8,0.014720709878019989,10.0
55,25,0.018396145086735486,9.0
56,24,0.01354143760787944,10.0
57,14,0.021540665267301456,10.0
58,14,0.017077341409666196,9.0
59,12,0.016650479558544855,9.0
60,16,0.013995013694511726,11.0
61,11,0.010631018910895695,10.0
62,9,0.01798762246552441,10.0
63,10,0.015653666126308963,9.0
64,14,0.02371967871606882,11.0
65,14,0.024264446093833873,10.0
66,14,0.01875040725073112,10.0
67,11,0.019676495004783977,10.0
68,12,0.022870051208883524,13.0
69,16,0.017770417194697075,11.0
70,13,0.023104173561128285,9.0
71,9,0.025967675675120618,11.0
72,11,0.028257005678659134,11.0
73,11,0.028825070497325876,11.0
74,24,0.02431371856558447,11.0
75,17,0.021393693586373153,12.0
76,9,0.027349593635234568,10.0
77,13,0.02391628552084932,11.0
78,13,0.020606575085996434,10.0
79,15,0.018674631944547097,10.0
80,11,0.03884212452579628,12.0
81,12,0.017878846847452223,13.0
82,14,0.026351188010136996,10.0
83,10,0.02637338589411229,12.0
84,15,0.03499429114162922,10.0
85,10,0.023631765879690646,11.0
86,13,0.030734949422856934,12.0
87,14,0.034373352669977715,10.0
88,12,0.02689962894267713,11.0
89,9,0.029884072124130197,11.0
90,10,0.02165605775080621,9.0
91,10,0.019989772327244283,10.0
92,12,0.02428223827155307,12.0
93,13,0.0428887596174788,10.0
94,12,0.024943258535737794,9.0
95,9,0.03600859579940637,13.0
96,15,0.04041664957379301,12.0
97,11,0.02418778972192244,14.0
98,12,0.028489681193605065,10.0
99,16,0.04403498937608674,10.0
100,11,0.02944932302290743,10.0
101,11,0.02852533042261546,13.0
102,15,0.01984358897122244,10.0
103,13,0.05046053633738596,13.0
104,10,0.054290706478059295,14.0
105,11,0.0297590455209667,14.0
106,15,0.03026861830924948,12.0
107,17,0.0384289054063094,11.0
108,14,0.043027920282578895,15.0
109,12,0.04035102995112538,11.0
110,20,0.038486561132594944,12.0
111,12,0.03716828146328529,13.0
112,11,0.03007537058808587,10.0
113,12,0.04034270924360802,11.0
114,13,0.046053634777378574,11.0
115,14,0.03893980556832893,12.0
116,13,0.03474995655079301,15.0
117,21,0.049777559553539116,14.0
118,17,0.029468371615032938,12.0
119,13,0.049859820112872585,14.0
120,10,0.052248469251208005,12.0
121,12,0.029961499695976574,11.0
122,14,0.059099463878997734,13.0
123,16,0.06175327239907347,12.0
124,17,0.04860697201151839,12.0
125,12,0.06214276177342981,9.0
126,16,0.05271214112872258,14.0
127,11,0.03703917823308571,12.0
128,12,0.044987688617159925,11.0
129,11,0.06346069513396783,13.0
130,20,0.05805993122048676,14.0
131,15,0.0498728479569157,13.0
132,12,0.03859127887214223,12.0
133,13,0.055299726171562306,14.0
134,12,0.04308571569466343,12.0
135,12,0.07196382991969585,11.0
136,13,0.05081624025478959,12.0
137,12,0.041311770250710346,12.0
138,16,0.05141325590375345,11.0
139,10,0.04131784709170461,11.0
140,13,0.056458995247689575,12.0
141,14,0.06454348471015692,12.0
142,15,0.07026360134283702,13.0
143,11,0.043312311130152506,11.0
144,11,0.048947161359881815,14.0
145,13,0.07208645404674686,11.0
146,14,0.07691283823390092,10.0
147,11,0.08213040791451931,13.0
148,19,0.05169329488355862,16.0
149,14,0.07633497409655579,16.0
150,14,0.0704736305134637,15.0
151,14,0.06512439743216548,13.0
152,14,0.04871496242204947,18.0
153,15,0.06467737833348414,15.0
154,13,0.05080957557612027,17.0
155,15,0.060091850347816944,17.0
156,14,0.06436277786269784,15.0
157,12,0.057987529474000134,14.0
158,14,0.06029004590319736,11.0
159,11,0.07313413003628905,15.0
160,15,0.06518069036925832,15.0
161,11,0.0679876037280668,10.0
162,13,0.08865448975792298,13.0
163,12,0.06202513553823034,17.0
164,15,0.06479871664196253,17.0
165,17,0.05299805207451915,13.0
166,15,0.06402356307953597,13.0
167,15,0.06741785481572152,16.0
168,14,0.073685542480754,12.0
169,12,0.10822704325740536,12.0
170,16,0.08014522609300911,11.0
171,15,0.10358415177712837,11.0
172,16,0.045688329613767564,15.0
173,16,0.07319688866846263,12.0
174,17,0.0763414543505539,13.0
175,12,0.08226281683892012,12.0
176,16,0.0707203836645931,14.0
177,19,0.10928965286400757,12.0
178,14,0.07789004913398198,13.0
179,15,0.07124307736133535,15.0
180,13,0.06070930166886403,17.0
181,16,0.09279292877181433,16.0
182,14,0.09045402106962033,17.0
183,13,0.09322102654438752,17.0
184,13,0.06425785287641562,12.0
185,12,0.1035652292581896,13.0
186,16,0.09035782545106485,16.0
187,14,0.06303797562473587,14.0
188,16,0.08046116714831442,13.0
189,15,0.08140393841701249,13.0
190,12,0.09209593269042671,17.0
191,12,0.07490188993203144,18.0
192,15,0.09143002641697724,14.0
193,16,0.1266549879219383,19.0
194,19,0.1313683416106199,16.0
195,12,0.09363592074563105,15.0
196,15,0.10571989007294177,15.0
197,16,0.0710717559850309,13.0
198,13,0.08379531959788157,16.0
199,12,0.13862049505890658,12.0
200,16,0.10351136699318886,14.0
201,14,0.09165714574711663,12.0
202,13,0.08153964177920268,14.0
203,19,0.13983384078662647,13.0
204,12,0.10596359676371019,18.0
205,13,0.12216557848912019,12.0
206,17,0.09841183167608346,12.0
207,15,0.10775005631148815,12.0
208,17,0.08062394231776981,16.0
209,15,0.13638157186408836,17.0
210,20,0.09961500074714422,12.0
211,13,0.0867239090685661,12.0
212,17,0.10705869179219007,16.0
213,16,0.09287978650536388,18.0
214,16,0.11257731454679742,18.0
215,15,0.0708210230494539,16.0
216,22,0.09375195670872927,25.0
217,21,0.14068621388148694,19.0
218,12,0.12020755753231545,14.0
219,16,0.09814432734856382,12.0
220,12,0.12698617298156023,13.0
221,18,0.144570991396904,18.0
222,15,0.09028624494870503,16.0
223,14,0.13132860411756805,19.0
224,15,0.09817350053538879,22.0
225,27,0.134765328735941,13.0
226,15,0.12206496993700663,14.0
227,15,0.10866384282708168,19.0
228,19,0.1131092312402631,23.0
229,17,0.14068183609667947,27.0
230,18,0.10814608198901017,17.0
231,24,0.12148580513894558,17.0
232,14,0.15536353005362408,17.0
233,15,0.10285974591970444,14.0
234,12,0.13007273183514675,19.0
235,21,0.10487767397647813,21.0
236,19,0.14056397087283826,18.0
237,23,0.11431743423252003,18.0
238,17,0.1290204838356551,15.0
239,17,0.1268770317273105,15.0
240,18,0.10838164684052269,19.0
241,19,0.10981404712717784,16.0
242,15,0.13437603805214166,15.0
243,21,0.09255418837780044,14.0
244,22,0.14648822974413633,16.0
245,21,0.10341033909381145,17.0
246,29,0.13436860905895973,14.0
247,14,0.13659447777484143,20.0
248,16,0.1196195277152583,14.0
249,18,0.111256864025361,13.0
250,18,0.12143314360744423,15.0
251,18,0.17050163778993818,17.0
252,19,0.08772508368680351,15.0
253,18,0.16079958786980975,18.0
254,20,0.13131294953636824,20.0
255,16,0.12811660894658417,14.0
256,18,0.1236906015417642,26.0
257,23,0.11636845990205588,30.0
258,20,0.14972988297231496,17.0
259,16,0.1436649082461372,19.0
260,19,0.11235264904404942,17.0
261,18,0.09090674208063218,19.0
262,19,0.13116781060632907,20.0
263,24,0.14150562443925688,21.0
264,20,0.10961395790800452,20.0
265,16,0.15363667969359085,13.0
266,15,0.17068643706540268,17.0
267,14,0.14910681532429798,14.0
268,16,0.1348307073349133,19.0
269,20,0.1728646176867187,19.0
270,20,0.13168743792921306,19.0
271,21,0.11533935239449852,22.0
272,26,0.08385236529060282,22.0
273,16,0.13411252928199247,21.0
274,15,0.10702465319385131,15.0
275,16,0.10547066974686459,15.0
276,18,0.1631068681470222,18.0
277,20,0.1463817644864321,14.0
278,15,0.1361773919935028,16.0
279,23,0.150899612992678,13.0
280,15,0.1592013968154788,16.0
281,19,0.0707126741640662,26.0
282,25,0.14158979251980783,32.0
283,37,0.16362660891703656,16.0
284,24,0.16870297801991305,21.0
285,19,0.13379352128035144,18.0
286,16,0.13561462971847504,19.0
287,21,0.14629307180820478,24.0
288,27,0.16039914389451346,23.0
289,20,0.08348373766057193,23.0
290,29,0.15917570370345793,26.0
291,20,0.10751976962201297,20.0
292,29,0.1315138190984726,19.0
293,20,0.13767642797902227,23.0
294,30,0.09563259199882547,24.0
295,36,0.155102997733694,29.0
296,23,0.15099316138936125,21.0
297,20,0.1276820913888514,27.0
298,20,0.1301673887996003,24.0
299,30,0.1189125109774371,41.0
300,35,0.15425710121967962,28.0
301,18,0.14333386993449596,19.0
302,22,0.12285636716776273,27.0
303,21,0.11367886114333357,20.0
304,24,0.09442678043463577,27.0
305,31,0.1509379255735586,29.0
306,23,0.10539650710542565,20.0
307,27,0.12175552036475253,25.0
308,29,0.1212345701000043,26.0
309,22,0.14887970448894935,21.0
310,28,0.15676272001915745,18.0
311,25,0.1275681660324335,48.0
312,33,0.15107534961266952,32.0
313,32,0.14313041849527508,39.0
314,37,0.12735591667729454,27.0
315,47,0.09286455676316265,43.0
316,35,0.13566884087132555,39.0
317,55,0.13303659802133386,41.0
318,55,0.12475157557902011,36.0
319,117,0.13253080038926923,35.0
320,30,0.07425504236792525,18.0
321,18,0.2260855730726487,13.0
322,14,0.16176543850451708,13.0
323,10,0.22478202749043702,10.0
