Episode,Steps,Training_Loss,Evaluation_Return
1,24,0.0,10.0
2,24,0.0,9.0
3,20,1.157220983505249,8.0
4,15,1.0848545869191488,10.0
5,12,0.9795864721139272,10.0
6,14,0.8951071543352944,10.0
7,15,0.8015163540840149,9.0
8,32,0.6782251019030809,9.0
9,27,0.5535126317430425,9.0
10,31,0.4218917642870257,10.0
11,10,0.3351361721754074,9.0
12,16,0.28904397413134575,10.0
13,12,0.24097853153944016,10.0
14,26,0.19493768650751847,10.0
15,13,0.15476159866039568,9.0
16,12,0.13070640340447426,10.0
17,10,0.11516660749912262,9.0
18,14,0.10040828904935292,10.0
19,27,0.08745026064139826,9.0
20,15,0.07201344246665636,10.0
21,15,0.07007221455375354,9.0
22,26,0.06008449067863134,11.0
23,14,0.051641724471535,12.0
24,9,0.04561638914876514,9.0
25,14,0.04451318271458149,9.0
26,17,0.04208896090002621,10.0
27,12,0.03751489628727237,12.0
28,12,0.03583898954093456,10.0
29,19,0.030344496726205473,13.0
30,32,0.02528284434811212,9.0
31,29,0.019669062490093297,11.0
32,13,0.0181137895784699,11.0
33,42,0.016349093567225196,9.0
34,17,0.013213804895606111,10.0
35,12,0.013066690958415469,9.0
36,14,0.011566670312147056,9.0
37,15,0.010831037474175294,9.0
38,15,0.011262457848836978,9.0
39,22,0.01060556061565876,10.0
40,12,0.010860894069386026,9.0
41,11,0.011872034308246592,12.0
42,13,0.012273033507741414,10.0
43,29,0.010576147264961538,10.0
44,10,0.011601592088118196,10.0
45,12,0.013265984443326792,8.0
46,13,0.011308780369850306,10.0
47,15,0.011782935354858637,9.0
48,13,0.010460284287826372,9.0
49,10,0.013169548660516738,9.0
50,9,0.012965470035043027,10.0
51,13,0.01227837337109332,9.0
52,14,0.011823579469429595,10.0
53,10,0.01274917321279645,10.0
54,17,0.014240225996164715,9.0
55,12,0.013319176388904452,10.0
56,13,0.013921596145687195,8.0
57,8,0.012643621361348778,10.0
58,14,0.013090617089931453,11.0
59,10,0.011416072770953179,11.0
60,8,0.01618779601994902,9.0
61,9,0.014355992380943563,8.0
62,15,0.01311702475262185,9.0
63,17,0.015945526059059537,10.0
64,10,0.016879209969192743,10.0
65,12,0.01864309865050018,11.0
66,9,0.0141921058918039,10.0
67,9,0.015674242232408788,10.0
68,11,0.018659551881931045,10.0
69,19,0.01828792752501996,10.0
70,11,0.01911807390437885,10.0
71,12,0.02095564586731295,9.0
72,13,0.016151678784248922,9.0
73,9,0.01879180781543255,10.0
74,11,0.017559371719306164,10.0
75,10,0.020781959500163795,9.0
76,10,0.019951081741601227,10.0
77,9,0.023850990252362356,9.0
78,9,0.019707573784722224,9.0
79,13,0.023104100559766475,9.0
80,13,0.01645218552305148,10.0
81,12,0.021650309907272458,10.0
82,13,0.025044249155773565,8.0
83,15,0.023150028040011723,9.0
84,11,0.023852457969703457,10.0
85,10,0.01824781228788197,9.0
86,9,0.027338743209838867,10.0
87,14,0.027511370900486196,10.0
88,11,0.022639725949953903,10.0
89,14,0.02376947658402579,10.0
90,9,0.027137656799621053,9.0
91,17,0.021343363942030597,9.0
92,11,0.02939469265666875,9.0
93,11,0.018269985744898968,9.0
94,9,0.030953946833809216,10.0
95,11,0.029167183590206234,10.0
96,9,0.02563022097779645,9.0
97,10,0.02928165253251791,10.0
98,10,0.01995397675782442,9.0
99,11,0.027301537719639866,9.0
100,9,0.026965169960425958,8.0
101,9,0.03196926166613897,8.0
102,12,0.030422661919146776,8.0
103,8,0.028216264909133315,9.0
104,15,0.025443458060423533,10.0
105,10,0.030097297579050063,9.0
