301,363,0.2205477251104251,338.0
302,319,0.21889817061305605,301.0
303,276,0.24624025476151618,255.0
304,311,0.2324725868737391,369.0
305,260,0.23419436410499306,327.0
306,253,0.25168220302745287,248.0
307,263,0.24940878506962338,268.0
308,285,0.2640436108109721,239.0
309,409,0.24734529530889102,291.0
310,289,0.2571714371507246,359.0
311,259,0.2640327114726931,271.0
312,247,0.2614792752709345,267.0
313,235,0.25447164867469607,240.0
314,264,0.252646532650529,284.0
315,302,0.22524447635198566,259.0
316,234,0.20774745733007535,371.0
317,271,0.18650425160544276,252.0
318,273,0.16705698970766678,275.0
319,233,0.1666327913055924,292.0
320,285,0.16053792504724443,276.0
321,253,0.1682519584824239,251.0
322,293,0.15925271499825724,259.0
323,283,0.1517286409225723,289.0
324,244,0.14787545407641312,302.0
325,381,0.14161077015629903,322.0
326,295,0.11722326305521241,309.0
327,272,0.12963370178305708,314.0
328,274,0.1288616029430099,274.0
329,309,0.129385364252447,325.0
330,309,0.1313786650525593,330.0
331,313,0.12023305374170883,347.0
332,325,0.11022009011644583,314.0
333,263,0.11597991962970267,293.0
334,252,0.1215010387416456,280.0
335,327,0.12184709775338479,319.0
336,380,0.11521146283117369,314.0
337,283,0.11367673336366987,264.0
338,302,0.10457514488718023,273.0
339,349,0.1097947777639861,291.0
340,315,0.08197810381340484,288.0
341,291,0.09834892687442172,317.0
342,376,0.08933815207490896,319.0
343,307,0.08044682004176541,349.0
344,346,0.0804787712518901,289.0
345,297,0.07162753577729819,304.0
346,332,0.06367086384063923,315.0
347,334,0.05888650558880547,310.0
348,322,0.04925502072340051,370.0
349,304,0.05052419586909788,322.0
350,324,0.04764272456911082,309.0
351,384,0.04132627982774769,323.0
352,393,0.0396030372246844,348.0
353,500,0.03590137401386164,318.0
354,500,0.0725164361349307,439.0
355,348,0.12472550109384753,454.0
356,372,0.14191331965122772,387.0
357,383,0.13352251708855264,358.0
358,347,0.16687710546775686,383.0
359,500,0.1525205077473074,346.0
360,410,0.1343458149707081,376.0
361,315,0.1581686641629194,395.0
362,384,0.245107762499174,356.0
363,362,0.23283818408265422,387.0
364,417,0.25996695800988134,412.0
365,433,0.2276254036683185,393.0
366,500,0.20994500803155824,500.0
367,500,0.1509295659130439,389.0
368,458,0.2763450912832319,476.0
369,366,0.33231190133959443,396.0
370,500,0.2950765040046535,387.0
371,500,0.32025874019414186,448.0
372,445,0.4229012281361842,380.0
373,500,0.47576544439047574,410.0
374,407,0.5296080650622139,485.0
375,399,0.5639950991287258,500.0
376,500,0.5336506310519762,495.0
377,484,0.5529252902925984,428.0
378,490,0.38631691376830696,500.0
379,500,0.3197304391334765,356.0
380,500,0.6121455778568051,500.0
381,402,0.6230003324914167,500.0
382,500,0.5101950803282671,483.0
383,500,0.7452870788890869,500.0
384,500,0.7215698349289597,500.0
385,500,0.7983512820703909,500.0
386,500,0.9004525101752952,500.0
387,500,1.0306644179769793,500.0
388,500,1.2570031407400966,480.0
