Episode,Steps,Training_Loss,Evaluation_Return
1,19,0.0,9.0
2,12,0.0,10.0
3,20,0.0,8.0
4,10,0.0,9.0
5,11,1.0891986687978108,9.0
6,11,1.007547465237704,10.0
7,10,0.927142733335495,8.0
8,49,0.7759276847450101,9.0
9,29,0.6138692374887138,10.0
10,38,0.4648822891084771,10.0
11,18,0.3452455699443817,10.0
12,15,0.291705580552419,9.0
13,90,0.17216745846801335,8.0
14,19,0.08439956017230686,10.0
15,13,0.06937962655837719,9.0
16,31,0.0581701661069547,9.0
17,10,0.05210925079882145,11.0
18,15,0.044985573987166086,10.0
19,14,0.041024437972477505,12.0
20,22,0.04163103212009777,13.0
21,14,0.04035134533686297,12.0
22,13,0.036897943856624454,10.0
23,18,0.034654777910974294,14.0
24,13,0.03182210214436054,12.0
25,11,0.03014724532311613,12.0
26,15,0.027690926070014634,12.0
27,19,0.027845417982653567,12.0
28,15,0.024432433396577836,11.0
29,14,0.022447368263133934,12.0
30,24,0.02176076911079387,11.0
31,18,0.01943538337945938,13.0
32,10,0.018254922330379487,11.0
33,13,0.018259924549895983,11.0
34,11,0.016493899493732235,12.0
35,9,0.01709168331904544,12.0
36,13,0.015469639418789973,12.0
37,14,0.014387160473104035,13.0
38,26,0.016087688720570162,11.0
39,13,0.013016746916736547,9.0
40,14,0.012861960833626134,9.0
41,10,0.011880259588360786,9.0
42,14,0.012248161282124264,13.0
43,14,0.01165395908589874,10.0
44,12,0.013133057703574499,11.0
45,12,0.01210348168388009,10.0
46,10,0.012667277315631508,9.0
47,15,0.012103785543392103,9.0
48,14,0.013037662687046188,10.0
49,12,0.01301975839305669,9.0
50,11,0.012638380835679445,10.0
51,13,0.012882387122282615,11.0
52,10,0.011970240157097578,11.0
53,14,0.012453467285792743,12.0
54,15,0.011307981237769127,10.0
55,12,0.012773528113029897,11.0
56,25,0.013345815818756818,10.0
57,18,0.013324998474369446,12.0
58,16,0.012229068379383534,10.0
59,16,0.012707348985713907,9.0
60,18,0.011963105825189915,12.0
61,11,0.01247610439631072,11.0
62,14,0.013829325059694903,10.0
63,12,0.01353845310707887,13.0
64,18,0.0140895400610235,9.0
65,13,0.01676591937072002,12.0
66,10,0.01507516810670495,11.0
67,13,0.016698468691454485,10.0
68,10,0.01595273334532976,12.0
69,9,0.016424635218249425,9.0
70,10,0.017021288769319652,9.0
71,10,0.016699896985664965,12.0
72,11,0.018384239382364533,11.0
73,9,0.01589731603033013,10.0
74,11,0.016248680439523676,8.0
75,10,0.022445838805288075,9.0
76,13,0.019279007585002825,9.0
77,15,0.021591404701272646,9.0
78,9,0.016894387184745736,10.0
79,10,0.019912305288016796,10.0
80,16,0.021038272534497082,12.0
81,12,0.023246987800424296,9.0
82,11,0.01976744644343853,9.0
83,11,0.02174693506888368,10.0
84,16,0.024931064865086228,10.0
85,12,0.024406902647266786,11.0
86,13,0.020749726977485877,11.0
87,15,0.02137851112832626,11.0
88,14,0.026427654017295157,9.0
89,11,0.026763467118144035,9.0
90,15,0.028314398104945817,9.0
91,17,0.023425098672947463,11.0
92,15,0.026395913337667783,9.0
93,10,0.017612775415182115,10.0
94,18,0.026564577283958595,13.0
95,15,0.02393864238013824,10.0
96,15,0.020915502061446507,13.0
97,14,0.029964886339647428,10.0
98,12,0.028738420146207016,13.0
99,12,0.031003115233033895,12.0
100,12,0.02661139735331138,12.0
101,13,0.03120562104651561,11.0
102,10,0.02739148251712322,11.0
103,12,0.025595308281481266,13.0
104,13,0.026570233802955884,12.0
105,12,0.028816879726946354,11.0
106,10,0.02820812799036503,13.0
107,10,0.039043429866433145,13.0
108,13,0.02857541350217966,10.0
109,14,0.033101940261466165,13.0
